,location,company,job_title,salary,city
13,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
28,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
31,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
57,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
72,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
84,"Houston, TX",MD Anderson Cancer Center,Computational Scientist,"$76,400 - $114,600 a year",Houston
87,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
102,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
106,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
123,"Houston, TX",MD Anderson Cancer Center,Research Scientist - Neuro-Oncology - Research,"$51,600 - $77,400 a year",Houston
124,"Houston, TX",MD Anderson Cancer Center,Research Scientist - Thoracic H&N Med Oncology - Research,"$51,600 - $77,400 a year",Houston
130,"Houston, TX","Earl Carl Institute for Legal & Social Policy, Inc...",Part Time Academic Research and Writing Policy Analyst Posit...,"$20,000 - $25,000 a year",Houston
131,"Houston, TX",Rice University,Research Scientist,"$40,800 - $79,100 a year",Houston
132,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
137,"Houston, TX",Baylor College of Medicine,Quality Assurance Analyst (Research),"$43,794 a year",Houston
147,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
159,"Houston, TX",MD Anderson Cancer Center,Research Admin Analyst,"$45,500 - $82,000 a year",Houston
162,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
168,"Houston, TX",MD Anderson Cancer Center,Research Statistical Analyst -Bioinformatics & Computational...,"$66,400 - $99,600 a year",Houston
169,"Houston, TX",MD Anderson Cancer Center,Data Analyst- Immunology,"$42,400 - $63,600 a year",Houston
174,"Houston, TX",MD Anderson Cancer Center,Institute Associate Scientist II - In Vivo Pharmacology,"$46,500 - $83,000 a year",Houston
177,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
192,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
207,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
220,"Houston, TX",MD Anderson Cancer Center,Senior Research Assistant - Neurosurgery Research,"$38,000 - $57,000 a year",Houston
221,"Houston, TX",MD Anderson Cancer Center,Institute Assoc Scientist III - Neurodegeneration Consort,"$62,500 - $94,000 a year",Houston
222,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
226,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
234,"League City, TX",The University of Texas Medical Branch,Medical Lab Scientist,"$53,600 - $80,400 a year",Houston
246,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
247,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
249,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
250,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
252,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
261,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
263,"Houston, TX",MD Anderson Cancer Center,Institute Assoc Scientist III - Neurodegeneration Consort,"$62,500 - $94,000 a year",Houston
265,"Houston, TX 77046",Robert Half Technology,Data Scientist,"$125,000 - $150,000 a year",Houston
269,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
279,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
284,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
294,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
300,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
301,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
303,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
304,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
309,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
313,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
314,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
328,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
330,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
343,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
345,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
346,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
348,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
349,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
359,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
360,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
375,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
376,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
378,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
379,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
384,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
388,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
390,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
391,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
393,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
394,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
403,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
404,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
419,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
430,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
435,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
436,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
438,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
439,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
445,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
448,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
449,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
463,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
465,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
466,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
468,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
469,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
480,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
481,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
483,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
484,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
489,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
493,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
496,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
497,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
499,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
500,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
508,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
509,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
525,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
526,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
528,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
529,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
535,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
539,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
550,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
553,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
555,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
556,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
558,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
559,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
568,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
569,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
584,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
594,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
598,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
600,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
601,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
603,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
604,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
614,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
615,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
628,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
630,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
645,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
646,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
648,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
649,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
655,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
659,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
670,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
674,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
675,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
690,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
700,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
705,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
715,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
721,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
722,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
724,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
725,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
730,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
736,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
737,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
739,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
740,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
745,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
751,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
752,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
754,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
755,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
760,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
766,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
767,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
769,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
770,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
775,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
780,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
781,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
783,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
784,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
790,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
794,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
805,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
809,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
820,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
825,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
826,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
828,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
829,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
835,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
839,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
850,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
854,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
865,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
870,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
871,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
873,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
874,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
880,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
885,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
886,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
888,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
889,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
895,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
900,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
901,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
903,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
904,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
910,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
915,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
916,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
918,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
919,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
924,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
930,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
931,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
933,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
934,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
940,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
945,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
946,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
948,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
949,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
955,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
958,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
960,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
961,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
963,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
964,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
973,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
975,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
976,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
978,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
979,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
988,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
990,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
991,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
993,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
994,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1003,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1004,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1018,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1021,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1022,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1024,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1025,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1033,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1036,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1037,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1039,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1040,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1049,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
